Research rank,Callable rank,Existing cockpit record,Business,Category,City / service area,State,Phone,Email,Paid channel(s),Paid-signal confidence,Paid evidence,Platform response / demand,Recommended first conversation,Why this angle,Google profile status,Google rating,Google reviews,Google Maps,Google search,Website status,Website,Platform profile(s),Evidence page(s),Observed,Cockpit lead ID,Match method,Possible existing IDs,Status,Notes
318,,Research-only · not ready to call,Quick Rooter,Plumbing,Tucson,AZ,,,Yelp,Confirmed paid,Yelp: Sponsored result (Confirmed paid),,Research first,"Paid lead-acquisition activity is verified, but the business identity, contact details, website, and Google profile still need to be joined before outreach.",Not yet cross-checked,,0,,https://www.google.com/search?q=Quick%20Rooter%20Tucson%20AZ,Not audited,,https://www.yelp.com/biz/quick-rooter-tucson-5,https://www.yelp.com/search?find_desc=Plumbers&find_loc=Tucson%2C%20AZ,2026-07-21,platform-quick-rooter-tucson,,,,
319,,Research-only · not ready to call,Ram Plumbing Co-Tucson,Plumbing,Tucson,AZ,,,Angi,Confirmed paid,Angi: Approved advertiser badge (Confirmed paid),Angi · 1 recent quote requests,Research first,"Paid lead-acquisition activity is verified, but the business identity, contact details, website, and Google profile still need to be joined before outreach.",Not yet cross-checked,,0,,https://www.google.com/maps/search/?api=1&query=Ram%20Plumbing%20Co-Tucson%20Arizona,Website not yet cross-checked,,,https://www.angi.com/companylist/us/az/tucson/plumbing.htm,2026-07-22,platform-ram-plumbing-tucson-tucson,,,,
320,,Research-only · not ready to call,"Ram Plumbing, Inc.",Plumbing,Tucson,AZ,,,Angi,Confirmed paid,Angi: Approved advertiser badge (Confirmed paid),Angi · 18 recent quote requests,Research first,"Paid lead-acquisition activity is verified, but the business identity, contact details, website, and Google profile still need to be joined before outreach.",Not yet cross-checked,,0,,https://www.google.com/maps/search/?api=1&query=Ram%20Plumbing%2C%20Inc.%20Arizona,Website not yet cross-checked,,,https://www.angi.com/companylist/us/az/tucson/plumbing.htm,2026-07-22,platform-ram-plumbing-tucson,,,,
321,,Research-only · not ready to call,Ramirez & Hijos Painting Inc,Painting,Tucson,AZ,,,Angi,Confirmed paid,Angi: Approved advertiser badge (Confirmed paid),Angi · response 8 hrs · 2 recent quote requests,Research first,"Paid lead-acquisition activity is verified, but the business identity, contact details, website, and Google profile still need to be joined before outreach.",Not yet cross-checked,,0,,https://www.google.com/maps/search/?api=1&query=Ramirez%20%26%20Hijos%20Painting%20Inc%20Arizona,Website not yet cross-checked,,,https://www.angi.com/companylist/us/az/tucson/painting.htm,2026-07-22,platform-ramirez-and-hijos-painting-tucson,,,,
322,,Research-only · not ready to call,"RDR Roofing, LLC",Roofing,Phoenix,AZ,,,Angi,Confirmed paid,Angi: Approved advertiser badge (Confirmed paid),Angi · response 1 day · 22 recent quote requests,Research first,"Paid lead-acquisition activity is verified, but the business identity, contact details, website, and Google profile still need to be joined before outreach.",Not yet cross-checked,,0,,https://www.google.com/maps/search/?api=1&query=RDR%20Roofing%2C%20LLC%20Arizona,Website not yet cross-checked,,,https://www.angi.com/companylist/us/az/phoenix/roofing.htm,2026-07-22,platform-rdr-roofing-phoenix,,,,
323,,Research-only · not ready to call,Re-Bath of Tucson,Kitchen & Bath Remodeling,Tucson,AZ,,,Angi,Confirmed paid,Angi: Approved advertiser badge (Confirmed paid),Angi · 1 recent quote requests,Research first,"Paid lead-acquisition activity is verified, but the business identity, contact details, website, and Google profile still need to be joined before outreach.",Not yet cross-checked,,0,,https://www.google.com/maps/search/?api=1&query=Re-Bath%20of%20Tucson%20Arizona,Website not yet cross-checked,,,https://www.angi.com/companylist/us/az/tucson/kitchen-and-bath-remodeling.htm,2026-07-22,platform-re-bath-of-tucson-tucson,,,,
324,,Research-only · not ready to call,Re-Bath Tucson,Kitchen & Bath Remodeling,Tucson,AZ,,,Angi,Confirmed paid,Angi: Approved advertiser badge (Confirmed paid),Angi · response 40 mins · rate 100% · 8 recent quote requests,Research first,"Paid lead-acquisition activity is verified, but the business identity, contact details, website, and Google profile still need to be joined before outreach.",Not yet cross-checked,,0,,https://www.google.com/maps/search/?api=1&query=Re-Bath%20Tucson%20Arizona,Website not yet cross-checked,,,https://www.angi.com/companylist/us/az/tucson/kitchen-and-bath-remodeling.htm,2026-07-22,platform-re-bath-tucson-tucson,,,,
325,,Research-only · not ready to call,"REC Electric, LLC",Electrical,Prescott,AZ,,,Angi,Confirmed paid,Angi: Approved advertiser badge (Confirmed paid),Angi · response 2 days · 7 recent quote requests,Research first,"Paid lead-acquisition activity is verified, but the business identity, contact details, website, and Google profile still need to be joined before outreach.",Not yet cross-checked,,0,,https://www.google.com/maps/search/?api=1&query=REC%20Electric%2C%20LLC%20Arizona,Website not yet cross-checked,,,https://www.angi.com/companylist/us/az/prescott/electrical.htm,2026-07-22,platform-rec-electric-prescott,,,,
326,,Research-only · not ready to call,"Red Sky Roofing, LLC",Roofing,Tucson,AZ,,,Angi,Confirmed paid,Angi: Approved advertiser badge (Confirmed paid),Angi · response 5 hrs · rate 100% · 19 recent quote requests,Research first,"Paid lead-acquisition activity is verified, but the business identity, contact details, website, and Google profile still need to be joined before outreach.",Not yet cross-checked,,0,,https://www.google.com/maps/search/?api=1&query=Red%20Sky%20Roofing%2C%20LLC%20Arizona,Website not yet cross-checked,,,https://www.angi.com/companylist/us/az/tucson/roofing.htm,2026-07-22,platform-red-sky-roofing-tucson,,,,
327,,Research-only · not ready to call,Reform and Company,Kitchen & Bath Remodeling,Phoenix,AZ,,,Angi,Confirmed paid,Angi: Approved advertiser badge (Confirmed paid),Angi · 5 recent quote requests,Research first,"Paid lead-acquisition activity is verified, but the business identity, contact details, website, and Google profile still need to be joined before outreach.",Not yet cross-checked,,0,,https://www.google.com/maps/search/?api=1&query=Reform%20and%20Company%20Arizona,Website not yet cross-checked,,,https://www.angi.com/companylist/us/az/phoenix/kitchen-and-bath-remodeling.htm,2026-07-22,platform-reform-and-phoenix,,,,
328,,Research-only · not ready to call,Renotight Construction,General Contractor,Phoenix,AZ,,,Angi,Confirmed paid,Angi: Approved advertiser badge (Confirmed paid),Angi · 1 recent quote requests,Research first,"Paid lead-acquisition activity is verified, but the business identity, contact details, website, and Google profile still need to be joined before outreach.",Not yet cross-checked,,0,,https://www.google.com/maps/search/?api=1&query=Renotight%20Construction%20Arizona,Website not yet cross-checked,,,https://www.angi.com/companylist/us/az/phoenix/contractor.htm,2026-07-22,platform-renotight-construction-phoenix,,,,
329,,Research-only · not ready to call,Renuity West,Plumbing,Lake Havasu City,AZ,,,Angi,Confirmed paid,Angi: Approved advertiser badge (Confirmed paid),Angi · 402 recent quote requests,Research first,"Paid lead-acquisition activity is verified, but the business identity, contact details, website, and Google profile still need to be joined before outreach.",Not yet cross-checked,,0,,https://www.google.com/maps/search/?api=1&query=Renuity%20West%20Arizona,Website not yet cross-checked,,,https://www.angi.com/companylist/us/az/lake-havasu-city/plumbing.htm,2026-07-22,platform-renuity-west-lake-havasu-city,,,,
330,,Research-only · not ready to call,Rigo Pest Prevention,Pest Control,Tucson,AZ,,,Angi,Confirmed paid,Angi: Approved advertiser badge (Confirmed paid),Angi · response 5 hrs,Research first,"Paid lead-acquisition activity is verified, but the business identity, contact details, website, and Google profile still need to be joined before outreach.",Not yet cross-checked,,0,,https://www.google.com/maps/search/?api=1&query=Rigo%20Pest%20Prevention%20Arizona,Website not yet cross-checked,,,https://www.angi.com/companylist/us/az/tucson/pest-control.htm,2026-07-22,platform-rigo-pest-prevention-tucson,,,,
331,,Research-only · not ready to call,"ROOF COATING SPECIALIST, INC",Roofing,Tucson,AZ,,,Angi,Confirmed paid,Angi: Approved advertiser badge (Confirmed paid),Angi · 23 recent quote requests,Research first,"Paid lead-acquisition activity is verified, but the business identity, contact details, website, and Google profile still need to be joined before outreach.",Not yet cross-checked,,0,,https://www.google.com/maps/search/?api=1&query=ROOF%20COATING%20SPECIALIST%2C%20INC%20Arizona,Website not yet cross-checked,,,https://www.angi.com/companylist/us/az/tucson/roofing.htm,2026-07-22,platform-roof-coating-specialist-tucson,,,,
332,,Research-only · not ready to call,Roofs Arizona,Roofing,Phoenix,AZ,,,Angi,Confirmed paid,Angi: Approved advertiser badge (Confirmed paid),Angi · 5 recent quote requests,Research first,"Paid lead-acquisition activity is verified, but the business identity, contact details, website, and Google profile still need to be joined before outreach.",Not yet cross-checked,,0,,https://www.google.com/maps/search/?api=1&query=Roofs%20Arizona%20Arizona,Website not yet cross-checked,,,https://www.angi.com/companylist/us/az/phoenix/roofing.htm,2026-07-22,platform-roofs-arizona-phoenix,,,,
333,,Research-only · not ready to call,Roofsavers Locke Roofing,Roofing,Tucson,AZ,,,Angi,Confirmed paid,Angi: Approved advertiser badge (Confirmed paid),Angi · 20 recent quote requests,Research first,"Paid lead-acquisition activity is verified, but the business identity, contact details, website, and Google profile still need to be joined before outreach.",Not yet cross-checked,,0,,https://www.google.com/maps/search/?api=1&query=Roofsavers%20Locke%20Roofing%20Arizona,Website not yet cross-checked,,,https://www.angi.com/companylist/us/az/tucson/roofing.htm,2026-07-22,platform-roofsavers-locke-roofing-tucson,,,,
334,,Research-only · not ready to call,"S & H Contracting, LLC",Roofing,Sierra Vista,AZ,,,Angi,Confirmed paid,Angi: Approved advertiser badge (Confirmed paid),Angi · response 7 hrs · 29 recent quote requests,Research first,"Paid lead-acquisition activity is verified, but the business identity, contact details, website, and Google profile still need to be joined before outreach.",Not yet cross-checked,,0,,https://www.google.com/maps/search/?api=1&query=S%20%26%20H%20Contracting%2C%20LLC%20Arizona,Website not yet cross-checked,,,https://www.angi.com/companylist/us/az/sierra-vista/roofing.htm,2026-07-22,platform-s-and-h-contracting-sierra-vista,,,,
335,,Research-only · not ready to call,"S & M Electric, Inc.",Electrical; HVAC,Prescott,AZ,,,Angi,Confirmed paid,Angi: Approved advertiser badge (Confirmed paid) | Angi: Approved advertiser badge (Confirmed paid),Angi · response 2 days · 47 recent quote requests | Angi · response 2 days · 46 recent quote requests,Research first,"Paid lead-acquisition activity is verified, but the business identity, contact details, website, and Google profile still need to be joined before outreach.",Not yet cross-checked,,0,,https://www.google.com/maps/search/?api=1&query=S%20%26%20M%20Electric%2C%20Inc.%20Arizona,Website not yet cross-checked,,,https://www.angi.com/companylist/us/az/prescott/hvac.htm | https://www.angi.com/companylist/us/az/prescott/electrical.htm,2026-07-22,platform-s-and-m-electric-prescott,,,,
336,,Research-only · not ready to call,Samantha's Executive Cleaning Service's LLC,HVAC,Sierra Vista,AZ,,,Angi,Confirmed paid,Angi: New to Angi advertiser badge (Confirmed paid),,Research first,"Paid lead-acquisition activity is verified, but the business identity, contact details, website, and Google profile still need to be joined before outreach.",Not yet cross-checked,,0,,https://www.google.com/maps/search/?api=1&query=Samantha's%20Executive%20Cleaning%20Service's%20LLC%20Arizona,Website not yet cross-checked,,,https://www.angi.com/companylist/us/az/sierra-vista/hvac.htm,2026-07-22,platform-samantha-s-executive-cleaning-service-s-sierra-vista,,,,
337,,Research-only · not ready to call,"Sand and Sun Electric, LLC",Electrical,Phoenix,AZ,,,Angi,Confirmed paid,Angi: Approved advertiser badge (Confirmed paid),Angi · response 3 hrs,Research first,"Paid lead-acquisition activity is verified, but the business identity, contact details, website, and Google profile still need to be joined before outreach.",Not yet cross-checked,,0,,https://www.google.com/maps/search/?api=1&query=Sand%20and%20Sun%20Electric%2C%20LLC%20Arizona,Website not yet cross-checked,,,https://www.angi.com/companylist/us/az/phoenix/electrical.htm,2026-07-22,platform-sand-and-sun-electric-phoenix,,,,
338,,Research-only · not ready to call,Schwarder Construction LLC,Plumbing,Flagstaff,AZ,,,Angi,Confirmed paid,Angi: Approved advertiser badge (Confirmed paid),Angi · response 12 hrs · 4 recent quote requests,Research first,"Paid lead-acquisition activity is verified, but the business identity, contact details, website, and Google profile still need to be joined before outreach.",Not yet cross-checked,,0,,https://www.google.com/maps/search/?api=1&query=Schwarder%20Construction%20LLC%20Arizona,Website not yet cross-checked,,,https://www.angi.com/companylist/us/az/flagstaff/plumbing.htm,2026-07-22,platform-schwarder-construction-flagstaff,,,,
339,,Research-only · not ready to call,Seneca Painting LLC,Painting,Phoenix,AZ,,,Angi,Confirmed paid,Angi: Approved advertiser badge (Confirmed paid),,Research first,"Paid lead-acquisition activity is verified, but the business identity, contact details, website, and Google profile still need to be joined before outreach.",Not yet cross-checked,,0,,https://www.google.com/maps/search/?api=1&query=Seneca%20Painting%20LLC%20Arizona,Website not yet cross-checked,,,https://www.angi.com/companylist/us/az/phoenix/painting.htm,2026-07-22,platform-seneca-painting-phoenix,,,,
